0.00000000000000e+00 0.00000000000000e+00 
1.00000000000000e-02 0.00000000000000e+00 
2.00000000000000e-02 0.00000000000000e+00 
3.00000000000000e-02 0.00000000000000e+00 
4.00000000000000e-02 0.00000000000000e+00 
5.00000000000000e-02 0.00000000000000e+00 
6.00000000000000e-02 0.00000000000000e+00 
7.00000000000000e-02 0.00000000000000e+00 
8.00000000000000e-02 0.00000000000000e+00 
9.00000000000000e-02 0.00000000000000e+00 
1.00000000000000e-01 0.00000000000000e+00 
1.10000000000000e-01 0.00000000000000e+00 
1.20000000000000e-01 0.00000000000000e+00 
1.30000000000000e-01 0.00000000000000e+00 
1.40000000000000e-01 0.00000000000000e+00 
1.50000000000000e-01 0.00000000000000e+00 
1.60000000000000e-01 0.00000000000000e+00 
1.70000000000000e-01 0.00000000000000e+00 
1.80000000000000e-01 0.00000000000000e+00 
1.90000000000000e-01 0.00000000000000e+00 
2.00000000000000e-01 0.00000000000000e+00 
2.10000000000000e-01 0.00000000000000e+00 
2.20000000000000e-01 0.00000000000000e+00 
2.30000000000000e-01 0.00000000000000e+00 
2.40000000000000e-01 0.00000000000000e+00 
2.50000000000000e-01 0.00000000000000e+00 
2.60000000000000e-01 7.84000000000001e-02 
2.70000000000000e-01 1.53600000000000e-01 
2.80000000000000e-01 2.25600000000000e-01 
2.90000000000000e-01 2.94400000000000e-01 
3.00000000000000e-01 3.60000000000000e-01 
3.10000000000000e-01 4.22400000000000e-01 
3.20000000000000e-01 4.81600000000000e-01 
3.30000000000000e-01 5.37600000000000e-01 
3.40000000000000e-01 5.90400000000000e-01 
3.50000000000000e-01 6.40000000000000e-01 
3.60000000000000e-01 6.86400000000000e-01 
3.70000000000000e-01 7.29600000000000e-01 
3.80000000000000e-01 7.69600000000000e-01 
3.90000000000000e-01 8.06400000000000e-01 
4.00000000000000e-01 8.40000000000000e-01 
4.10000000000000e-01 8.70400000000000e-01 
4.20000000000000e-01 8.97600000000000e-01 
4.30000000000000e-01 9.21600000000000e-01 
4.40000000000000e-01 9.42400000000000e-01 
4.50000000000000e-01 9.60000000000000e-01 
4.60000000000000e-01 9.74400000000000e-01 
4.70000000000000e-01 9.85600000000000e-01 
4.80000000000000e-01 9.93600000000000e-01 
4.90000000000000e-01 9.98400000000000e-01 
5.00000000000000e-01 1.00000000000000e+00 
5.10000000000000e-01 9.98400000000000e-01 
5.20000000000000e-01 9.93600000000000e-01 
5.30000000000000e-01 9.85600000000000e-01 
5.40000000000000e-01 9.74400000000000e-01 
5.50000000000000e-01 9.60000000000000e-01 
5.60000000000000e-01 9.42400000000000e-01 
5.70000000000000e-01 9.21600000000000e-01 
5.80000000000000e-01 8.97600000000000e-01 
5.90000000000000e-01 8.70400000000000e-01 
6.00000000000000e-01 8.40000000000000e-01 
6.10000000000000e-01 8.06400000000000e-01 
6.20000000000000e-01 7.69600000000000e-01 
6.30000000000000e-01 7.29600000000000e-01 
6.40000000000000e-01 6.86400000000000e-01 
6.50000000000000e-01 6.40000000000000e-01 
6.60000000000000e-01 5.90400000000000e-01 
6.70000000000000e-01 5.37600000000000e-01 
6.80000000000000e-01 4.81600000000000e-01 
6.90000000000000e-01 4.22400000000000e-01 
7.00000000000000e-01 3.60000000000000e-01 
7.10000000000000e-01 2.94400000000000e-01 
7.20000000000000e-01 2.25600000000000e-01 
7.30000000000000e-01 1.53600000000000e-01 
7.40000000000000e-01 7.84000000000001e-02 
7.50000000000000e-01 0.00000000000000e+00 
7.60000000000000e-01 0.00000000000000e+00 
7.70000000000000e-01 0.00000000000000e+00 
7.80000000000000e-01 0.00000000000000e+00 
7.90000000000000e-01 0.00000000000000e+00 
8.00000000000000e-01 0.00000000000000e+00 
8.10000000000000e-01 0.00000000000000e+00 
8.20000000000000e-01 0.00000000000000e+00 
8.30000000000000e-01 0.00000000000000e+00 
8.40000000000000e-01 0.00000000000000e+00 
8.50000000000000e-01 0.00000000000000e+00 
8.60000000000000e-01 0.00000000000000e+00 
8.70000000000000e-01 0.00000000000000e+00 
8.80000000000000e-01 0.00000000000000e+00 
8.90000000000000e-01 0.00000000000000e+00 
9.00000000000000e-01 0.00000000000000e+00 
9.10000000000000e-01 0.00000000000000e+00 
9.20000000000000e-01 0.00000000000000e+00 
9.30000000000000e-01 0.00000000000000e+00 
9.40000000000000e-01 0.00000000000000e+00 
9.50000000000000e-01 0.00000000000000e+00 
9.60000000000000e-01 0.00000000000000e+00 
9.70000000000000e-01 0.00000000000000e+00 
9.80000000000000e-01 0.00000000000000e+00 
9.90000000000000e-01 0.00000000000000e+00 
1.00000000000000e+00 0.00000000000000e+00 
