0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 
0.00000000000000e+00 4.37977356655016e-02 8.65170257225675e-02 1.27105979472798e-01 1.64565162167847e-01 1.97972204409863e-01 2.26504513947231e-01 2.49459530625834e-01 2.66272025751714e-01 2.76528019897398e-01 2.79974976449326e-01 2.76528019897398e-01 2.66272025751714e-01 2.49459530625834e-01 2.26504513947231e-01 1.97972204409863e-01 1.64565162167847e-01 1.27105979472797e-01 8.65170257225675e-02 4.37977356655016e-02 3.42859135071116e-17 
0.00000000000000e+00 8.33082438072959e-02 1.64565162167847e-01 2.41769940075364e-01 3.13021539669798e-01 3.76565510098632e-01 4.30837187919561e-01 4.74500224307261e-01 5.06479490396557e-01 5.25987550523232e-01 5.32544051503428e-01 5.25987550523232e-01 5.06479490396557e-01 4.74500224307261e-01 4.30837187919561e-01 3.76565510098632e-01 3.13021539669798e-01 2.41769940075364e-01 1.64565162167847e-01 8.33082438072960e-02 6.52156829161409e-17 
0.00000000000000e+00 1.14663960602567e-01 2.26504513947231e-01 3.32767774433130e-01 4.30837187919561e-01 5.18297959972762e-01 5.92996516119125e-01 6.53093529996030e-01 6.97109213671275e-01 7.23959754933095e-01 7.32984004343788e-01 7.23959754933095e-01 6.97109213671275e-01 6.53093529996030e-01 5.92996516119125e-01 5.18297959972762e-01 4.30837187919561e-01 3.32767774433130e-01 2.26504513947231e-01 1.14663960602567e-01 8.97616868969572e-17 
0.00000000000000e+00 1.34795570023268e-01 2.66272025751714e-01 3.91191980499965e-01 5.06479490396557e-01 6.09295794330528e-01 6.97109213671275e-01 7.67757490598597e-01 8.19501030066355e-01 8.51065734405893e-01 8.61674375839121e-01 8.51065734405893e-01 8.19501030066355e-01 7.67757490598597e-01 6.97109213671275e-01 6.09295794330528e-01 5.06479490396557e-01 3.91191980499964e-01 2.66272025751714e-01 1.34795570023268e-01 1.05521191557852e-16 
0.00000000000000e+00 1.41732449874130e-01 2.79974976449326e-01 4.11323589920666e-01 5.32544051503428e-01 6.40651511125799e-01 7.32984004343788e-01 8.07267998740391e-01 8.61674375839121e-01 8.94863470071394e-01 9.06018055788923e-01 8.94863470071394e-01 8.61674375839121e-01 8.07267998740391e-01 7.32984004343788e-01 6.40651511125799e-01 5.32544051503428e-01 4.11323589920665e-01 2.79974976449326e-01 1.41732449874130e-01 1.10951546779691e-16 
0.00000000000000e+00 1.34795570023268e-01 2.66272025751714e-01 3.91191980499965e-01 5.06479490396557e-01 6.09295794330528e-01 6.97109213671275e-01 7.67757490598597e-01 8.19501030066355e-01 8.51065734405893e-01 8.61674375839121e-01 8.51065734405893e-01 8.19501030066355e-01 7.67757490598597e-01 6.97109213671275e-01 6.09295794330528e-01 5.06479490396557e-01 3.91191980499964e-01 2.66272025751714e-01 1.34795570023268e-01 1.05521191557852e-16 
0.00000000000000e+00 1.14663960602567e-01 2.26504513947231e-01 3.32767774433130e-01 4.30837187919561e-01 5.18297959972762e-01 5.92996516119125e-01 6.53093529996030e-01 6.97109213671275e-01 7.23959754933095e-01 7.32984004343788e-01 7.23959754933095e-01 6.97109213671275e-01 6.53093529996030e-01 5.92996516119125e-01 5.18297959972762e-01 4.30837187919561e-01 3.32767774433130e-01 2.26504513947231e-01 1.14663960602567e-01 8.97616868969572e-17 
0.00000000000000e+00 8.33082438072959e-02 1.64565162167847e-01 2.41769940075364e-01 3.13021539669798e-01 3.76565510098632e-01 4.30837187919561e-01 4.74500224307261e-01 5.06479490396557e-01 5.25987550523233e-01 5.32544051503428e-01 5.25987550523232e-01 5.06479490396557e-01 4.74500224307261e-01 4.30837187919561e-01 3.76565510098632e-01 3.13021539669798e-01 2.41769940075364e-01 1.64565162167847e-01 8.33082438072960e-02 6.52156829161409e-17 
0.00000000000000e+00 4.37977356655016e-02 8.65170257225676e-02 1.27105979472798e-01 1.64565162167847e-01 1.97972204409863e-01 2.26504513947231e-01 2.49459530625835e-01 2.66272025751714e-01 2.76528019897398e-01 2.79974976449327e-01 2.76528019897398e-01 2.66272025751714e-01 2.49459530625835e-01 2.26504513947231e-01 1.97972204409863e-01 1.64565162167847e-01 1.27105979472797e-01 8.65170257225676e-02 4.37977356655017e-02 3.42859135071116e-17 
0.00000000000000e+00 1.73566458658671e-17 3.42859135071116e-17 5.03709481693877e-17 6.52156829161409e-17 7.84545911110561e-17 8.97616868969572e-17 9.88585520494958e-17 1.05521191557852e-16 1.09585549125297e-16 1.10951546779691e-16 1.09585549125297e-16 1.05521191557852e-16 9.88585520494958e-17 8.97616868969572e-17 7.84545911110561e-17 6.52156829161409e-17 5.03709481693877e-17 3.42859135071116e-17 1.73566458658672e-17 1.35871969152831e-32 
-0.00000000000000e+00 -4.37977356655017e-02 -8.65170257225676e-02 -1.27105979472798e-01 -1.64565162167847e-01 -1.97972204409863e-01 -2.26504513947231e-01 -2.49459530625835e-01 -2.66272025751714e-01 -2.76528019897398e-01 -2.79974976449327e-01 -2.76528019897398e-01 -2.66272025751714e-01 -2.49459530625835e-01 -2.26504513947231e-01 -1.97972204409863e-01 -1.64565162167847e-01 -1.27105979472798e-01 -8.65170257225676e-02 -4.37977356655017e-02 -3.42859135071116e-17 
-0.00000000000000e+00 -8.33082438072960e-02 -1.64565162167847e-01 -2.41769940075364e-01 -3.13021539669798e-01 -3.76565510098632e-01 -4.30837187919561e-01 -4.74500224307261e-01 -5.06479490396557e-01 -5.25987550523233e-01 -5.32544051503428e-01 -5.25987550523233e-01 -5.06479490396557e-01 -4.74500224307261e-01 -4.30837187919561e-01 -3.76565510098632e-01 -3.13021539669798e-01 -2.41769940075364e-01 -1.64565162167847e-01 -8.33082438072960e-02 -6.52156829161410e-17 
-0.00000000000000e+00 -1.14663960602567e-01 -2.26504513947231e-01 -3.32767774433130e-01 -4.30837187919560e-01 -5.18297959972762e-01 -5.92996516119125e-01 -6.53093529996030e-01 -6.97109213671274e-01 -7.23959754933095e-01 -7.32984004343788e-01 -7.23959754933095e-01 -6.97109213671274e-01 -6.53093529996030e-01 -5.92996516119125e-01 -5.18297959972762e-01 -4.30837187919561e-01 -3.32767774433130e-01 -2.26504513947231e-01 -1.14663960602567e-01 -8.97616868969571e-17 
-0.00000000000000e+00 -1.34795570023268e-01 -2.66272025751714e-01 -3.91191980499965e-01 -5.06479490396557e-01 -6.09295794330528e-01 -6.97109213671275e-01 -7.67757490598597e-01 -8.19501030066355e-01 -8.51065734405893e-01 -8.61674375839121e-01 -8.51065734405893e-01 -8.19501030066355e-01 -7.67757490598597e-01 -6.97109213671275e-01 -6.09295794330528e-01 -5.06479490396557e-01 -3.91191980499964e-01 -2.66272025751714e-01 -1.34795570023268e-01 -1.05521191557852e-16 
-0.00000000000000e+00 -1.41732449874130e-01 -2.79974976449326e-01 -4.11323589920666e-01 -5.32544051503428e-01 -6.40651511125799e-01 -7.32984004343788e-01 -8.07267998740391e-01 -8.61674375839121e-01 -8.94863470071394e-01 -9.06018055788923e-01 -8.94863470071394e-01 -8.61674375839121e-01 -8.07267998740391e-01 -7.32984004343788e-01 -6.40651511125799e-01 -5.32544051503428e-01 -4.11323589920665e-01 -2.79974976449326e-01 -1.41732449874130e-01 -1.10951546779691e-16 
-0.00000000000000e+00 -1.34795570023268e-01 -2.66272025751714e-01 -3.91191980499965e-01 -5.06479490396557e-01 -6.09295794330528e-01 -6.97109213671275e-01 -7.67757490598597e-01 -8.19501030066355e-01 -8.51065734405893e-01 -8.61674375839121e-01 -8.51065734405893e-01 -8.19501030066355e-01 -7.67757490598597e-01 -6.97109213671275e-01 -6.09295794330528e-01 -5.06479490396557e-01 -3.91191980499964e-01 -2.66272025751714e-01 -1.34795570023268e-01 -1.05521191557852e-16 
-0.00000000000000e+00 -1.14663960602567e-01 -2.26504513947231e-01 -3.32767774433130e-01 -4.30837187919560e-01 -5.18297959972762e-01 -5.92996516119124e-01 -6.53093529996030e-01 -6.97109213671274e-01 -7.23959754933095e-01 -7.32984004343788e-01 -7.23959754933095e-01 -6.97109213671274e-01 -6.53093529996030e-01 -5.92996516119124e-01 -5.18297959972762e-01 -4.30837187919560e-01 -3.32767774433130e-01 -2.26504513947231e-01 -1.14663960602567e-01 -8.97616868969571e-17 
-0.00000000000000e+00 -8.33082438072959e-02 -1.64565162167847e-01 -2.41769940075364e-01 -3.13021539669798e-01 -3.76565510098632e-01 -4.30837187919561e-01 -4.74500224307261e-01 -5.06479490396557e-01 -5.25987550523233e-01 -5.32544051503428e-01 -5.25987550523233e-01 -5.06479490396557e-01 -4.74500224307261e-01 -4.30837187919561e-01 -3.76565510098632e-01 -3.13021539669798e-01 -2.41769940075364e-01 -1.64565162167847e-01 -8.33082438072960e-02 -6.52156829161410e-17 
